,recêncy,frequency,amount
74610,1,6,2.8134107167600364
74630,1710,3,3.4011973816621555
74640,2438,2,3.2188758248682006
74650,415,8,3.3366588605245844
74660,1106,7,4.783913921434162
74670,3136,1,2.70805020110221
74680,2058,2,3.1135153092103742
74690,3136,1,2.302585092994046
74700,2443,2,3.4011973816621555
74710,2445,2,3.4011973816621555
74720,3136,1,2.302585092994046
74730,3136,1,2.70805020110221
74740,2389,2,4.007333185232471
74750,62,3,3.455264602932431
74760,1265,3,3.4011973816621555
74770,3136,1,2.302585092994046
74780,972,7,3.470190253149107
74790,3136,1,2.70805020110221
74800,3136,1,3.6888794541139363
74810,3136,1,3.2188758248682006
74820,9,8,3.3586377672433594
74830,262,7,3.3524072174927233
74840,3135,1,3.4011973816621555
74850,295,3,3.4011973816621555
74870,268,3,3.912023005428146
74880,406,3,2.456735772821304
74890,2373,2,3.2188758248682006
74900,2401,2,3.2188758248682006
74910,70,2,3.4011973816621555
74920,3132,1,2.995732273553991
74930,2892,2,2.8622008809294686
74940,3131,1,2.70805020110221
74950,3131,1,2.995732273553991
74960,2956,2,3.481240089335692
74970,3131,1,3.2188758248682006
74980,1096,2,3.3141860046725258
74990,2445,2,3.5553480614894135
75000,2074,3,4.148411783492376
75010,3130,1,2.995732273553991
75020,3130,1,2.995732273553991
75040,1626,4,4.442651256490317
75050,2886,2,3.4011973816621555
75060,2074,3,2.8134107167600364
75070,385,2,3.624340932976365
75080,3130,1,3.4011973816621555
75090,275,11,3.5809904921027513
75100,1,4,3.5553480614894135
75110,933,4,3.6888794541139363
75120,3130,1,2.302585092994046
75130,3130,1,3.6888794541139363
75150,1470,3,3.6888794541139363
75160,3130,1,3.4011973816621555
75170,3130,1,2.995732273553991
75180,3130,1,3.4011973816621555
75190,2081,4,3.4420193761824107
75200,819,7,4.425701698176543
75210,3130,1,3.2188758248682006
75220,2557,2,4.605170185988092
75230,3130,1,2.995732273553991
75240,1394,4,4.0943445622221
75250,3130,1,2.995732273553991
75260,3130,1,2.70805020110221
75270,1380,2,2.8622008809294686
75280,3130,1,3.4011973816621555
75290,1387,3,2.70805020110221
75300,3129,1,3.4011973816621555
75310,3129,1,2.995732273553991
75320,3129,1,3.6888794541139363
75330,3129,1,3.2188758248682006
75340,3129,1,2.995732273553991
75350,3129,1,2.302585092994046
75360,37,20,2.489064659936664
75380,3125,1,2.302585092994046
75390,3125,1,2.70805020110221
75400,1387,2,2.8622008809294686
75420,3125,1,2.995732273553991
75430,1832,4,3.6888794541139363
75440,1018,4,3.518980417318539
75450,731,7,2.995732273553991
75460,3125,1,3.912023005428146
75470,71,3,3.6888794541139363
75480,3125,1,2.70805020110221
75490,3125,1,2.995732273553991
75500,2884,2,2.70805020110221
75520,3125,1,3.4011973816621555
75540,3125,1,3.6888794541139363
75550,2450,2,3.2188758248682006
75560,3125,1,2.995732273553991
75570,2589,2,3.4011973816621555
75580,3125,1,3.912023005428146
75590,62,9,3.66070857714724
75600,2438,2,2.302585092994046
75610,2452,2,3.2188758248682006
75620,3124,1,3.4011973816621555
75630,366,5,3.912023005428146
75640,199,4,3.4011973816621555
75660,2211,3,2.456735772821304
75670,388,10,3.1354942159291497
75680,2457,2,3.1135153092103742
75690,2254,3,2.120263536200091
75700,3124,1,2.70805020110221
75710,3124,1,2.70805020110221
75720,3124,1,3.4011973816621555
75730,3124,1,3.2188758248682006
75740,3124,1,2.995732273553991
75750,427,3,3.3440389678222067
75760,3124,1,2.995732273553991
75770,1385,2,3.912023005428146
75780,609,5,3.6888794541139363
75790,3123,1,2.302585092994046
75800,2205,2,3.912023005428146
75810,3123,1,3.2188758248682006
75820,770,5,3.871201010907891
75830,2023,3,3.912023005428146
75840,3122,1,3.912023005428146
75850,3122,1,2.995732273553991
75860,3122,1,2.995732273553991
75870,3122,1,1.6094379124341003
75900,1394,11,3.4310503448118364
75910,3118,1,2.995732273553991
75920,3118,1,2.995732273553991
75930,3118,1,2.302585092994046
75940,2450,2,2.302585092994046
75950,1385,3,3.506557897319982
75960,13,5,3.4011973816621555
75970,3118,1,2.70805020110221
75980,3118,1,3.4011973816621555
75990,3,9,3.7162784283020507
76000,1470,4,3.1135153092103742
76010,3,5,4.867534450455582
76020,3118,1,3.4011973816621555
76030,3118,1,2.995732273553991
76040,3118,1,2.302585092994046
76050,3118,1,1.6094379124341003
76060,2998,2,4.605170185988092
76080,3117,1,3.2188758248682006
76090,2634,1,4.605170185988092
76100,287,2,4.135166556742356
76130,2359,1,6.620073206530356
76140,3116,1,3.6888794541139363
76150,3116,1,3.2188758248682006
76160,3116,1,2.70805020110221
76170,342,12,5.178970608915471
76180,3115,1,3.2188758248682006
76190,1498,5,5.879610773583653
76200,3115,1,2.995732273553991
76210,2192,4,4.350277936359301
76220,3115,1,3.4011973816621555
76230,3114,1,4.605170185988092
76250,10,8,3.5002882843063863
76290,3110,1,3.4011973816621555
76300,3110,1,3.2188758248682006
76310,2760,2,3.4011973816621555
76320,3110,1,2.995732273553991
76330,3110,1,3.912023005428146
76350,3110,1,2.995732273553991
76360,2373,2,4.174387269895637
76380,3110,1,2.70805020110221
76390,2347,2,3.8066624897703196
76400,2452,2,3.4011973816621555
76410,1401,3,3.1498829533812494
76420,3110,1,3.6888794541139363
76430,269,4,2.995732273553991
76440,1847,5,7.61085279039525
76450,1471,3,3.2188758248682006
76460,3110,1,2.995732273553991
76480,2499,3,3.060270794691562
76490,2375,3,3.9765615265657175
76500,366,7,3.6147714819602146
76510,3109,1,2.995732273553991
76520,3109,1,2.302585092994046
76530,2757,2,3.3141860046725258
76540,1128,2,3.6888794541139363
76550,272,4,4.442651256490317
76560,3109,1,3.4011973816621555
76570,3109,1,3.4011973816621555
76580,15,7,3.2744456760230114
76590,71,11,4.347341076685992
76600,3109,1,2.302585092994046
76610,3109,1,4.605170185988092
76620,79,7,3.7906621484238787
76630,1827,4,3.3586377672433594
76640,3103,1,3.6888794541139363
76650,293,4,3.590439381300684
76660,1470,4,3.481240089335692
76670,3103,1,3.2188758248682006
76680,2907,2,2.302585092994046
76700,1556,3,3.7689221617874726
76710,2228,3,4.148411783492376
76720,3103,1,3.912023005428146
76730,3103,1,2.995732273553991
76740,3103,1,3.2188758248682006
76750,625,3,3.5553480614894135
76760,2403,3,3.6463198396951406
76770,62,17,3.430184918535408
76780,3103,1,2.302585092994046
76790,2907,2,2.995732273553991
76800,3103,1,2.302585092994046
76810,1,8,4.018632740486404
76820,1331,2,4.135166556742356
76830,3103,1,2.995732273553991
76840,3103,1,2.302585092994046
76850,2058,2,3.1135153092103742
76860,640,3,4.382026634673881
76870,787,6,3.455264602932431
76880,2970,2,3.5553480614894135
76890,3103,1,2.70805020110221
76900,1399,4,2.995732273553991
76920,2963,2,3.912023005428146
76930,2373,2,2.8622008809294686
76940,2211,3,2.995732273553991
76950,1118,2,3.1135153092103742
76960,3103,1,3.5553480614894135
76970,1357,3,2.995732273553991
76990,1465,3,3.0757749812275277
77000,3103,1,3.6888794541139363
77010,2925,2,7.133295954896068
77020,1514,3,4.605170185988092
77040,289,3,3.1498829533812494
77050,3103,1,3.912023005428146
77060,3103,1,3.4011973816621555
77070,2403,3,3.4011973816621555
77080,34,7,3.492169159867882
77090,3103,1,3.912023005428146
77100,2275,2,4.471638793363569
77110,3103,1,3.2188758248682006
77120,3102,1,3.2188758248682006
77130,342,7,3.5953533961031128
77140,3102,1,3.4011973816621555
77150,3102,1,3.4011973816621555
77160,2235,4,3.2188758248682006
77180,3102,1,2.302585092994046
77190,567,7,3.3011139231051727
77200,995,10,3.4657359027997265
77210,2130,2,3.5553480614894135
77220,2249,2,2.995732273553991
77230,735,5,3.4339872044851463
77250,3101,1,2.70805020110221
77260,2450,2,2.8622008809294686
77270,3101,1,3.912023005428146
77290,3101,1,3.912023005428146
77300,3101,1,2.995732273553991
77310,3101,1,2.995732273553991
77330,3101,1,2.302585092994046
77340,3101,1,2.70805020110221
77350,1401,2,3.1135153092103742
77360,3101,1,3.6888794541139363
77370,280,4,2.995732273553991
77380,2123,3,3.912023005428146
77390,814,2,3.6888794541139363
77400,1385,2,2.995732273553991
77410,3100,1,3.912023005428146
77420,3100,1,2.995732273553991
77430,2207,4,4.471638793363569
77450,3100,1,2.995732273553991
77480,1892,5,3.912023005428146
77520,3097,1,4.605170185988092
77530,1598,2,3.2188758248682006
77540,2731,3,3.506557897319982
77550,3096,1,2.995732273553991
77560,1647,4,3.056356895370426
77570,3096,1,3.912023005428146
77580,3096,1,2.995732273553991
77590,3096,1,3.6888794541139363
77600,3096,1,3.912023005428146
77610,3096,1,2.302585092994046
77620,3096,1,2.302585092994046
77630,1170,5,3.6375861597263857
77640,917,12,4.121743536410215
77650,925,5,2.995732273553991
77670,3096,1,3.4011973816621555
77680,3096,1,3.4011973816621555
77690,3096,1,2.302585092994046
77700,3096,1,3.6888794541139363
77710,3096,1,3.912023005428146
77720,2219,3,3.1498829533812494
77730,2899,2,3.3141860046725258
77740,49,10,4.034240638152395
77750,3096,1,2.995732273553991
77760,783,4,3.3141860046725258
77770,15,9,4.965172920019499
77790,3096,1,4.382026634673881
77800,2459,2,3.8066624897703196
77810,3096,1,2.995732273553991
77820,226,9,3.3634570536793085
77830,1126,7,3.3524072174927233
77840,3096,1,2.995732273553991
77850,230,9,4.324868220833933
77860,1380,3,3.2188758248682006
77870,3096,1,2.302585092994046
77880,1904,2,3.4011973816621555
77890,2750,3,3.4011973816621555
77900,3096,1,3.912023005428146
77910,3096,1,3.4011973816621555
77920,3096,1,3.2188758248682006
77930,3096,1,3.912023005428146
77940,226,3,3.912023005428146
77950,2820,2,3.2188758248682006
77960,2900,2,3.4011973816621555
77970,1120,3,3.7689221617874726
77980,1385,2,3.912023005428146
77990,3095,1,3.4011973816621555
78000,1850,4,3.3586377672433594
78010,283,4,3.5553480614894135
78020,3095,1,2.302585092994046
78030,562,9,3.43756502583303
78040,3094,1,3.4011973816621555
78050,2123,2,2.995732273553991
78070,3094,1,3.6888794541139363
78080,141,4,3.7784916128036232
78090,2450,2,3.6888794541139363
78100,205,13,3.033472601536838
78110,1126,2,3.1135153092103742
78120,1504,2,3.2188758248682006
78130,1387,2,3.3141860046725258
78140,3088,1,2.70805020110221
78150,181,14,3.5136753650888455
78160,276,2,3.4011973816621555
78170,3087,1,2.302585092994046
78180,73,5,4.219507705176107
78190,3087,1,3.4011973816621555
78200,1547,4,3.7495040759303713
78210,3087,1,3.4011973816621555
78220,2557,2,3.6888794541139363
78230,1387,2,2.5257286443082556
78240,2452,2,2.995732273553991
78250,3087,1,4.31748811353631
78260,3087,1,3.2188758248682006
78270,3087,1,3.4011973816621555
78280,3087,1,2.995732273553991
78290,3087,1,2.302585092994046
78300,2827,2,4.700480365792417
78310,3087,1,3.6888794541139363
78320,3087,1,3.2188758248682006
78330,3087,1,2.995732273553991
78340,2065,2,3.6888794541139363
78350,3087,1,3.6888794541139363
78360,2417,2,3.4011973816621555
78370,3087,1,2.995732273553991
78380,1462,5,3.258096538021482
78390,3087,1,2.995732273553991
78400,2645,3,3.506557897319982
78410,14,14,3.524257474419383
78420,3087,1,3.6888794541139363
78440,3087,1,2.995732273553991
78450,197,4,3.8607297110405954
78460,3087,1,4.605170185988092
78470,2408,2,2.70805020110221
78480,1392,2,4.605170185988092
78490,1394,3,3.6018680771243066
78500,2438,2,2.995732273553991
78510,3087,1,3.4011973816621555
78520,155,3,3.506557897319982
78530,1106,2,3.8066624897703196
78540,2827,2,3.4011973816621555
78550,197,5,4.189654742026425
78560,982,3,3.912023005428146
78570,2393,3,3.8430301339411947
78580,3087,1,3.4011973816621555
78590,3087,1,2.302585092994046
78600,3087,1,2.302585092994046
78610,3087,1,3.912023005428146
78620,3087,1,2.302585092994046
78630,3087,1,3.6888794541139363
78640,731,6,3.7495040759303713
78650,3087,1,3.2188758248682006
78660,3087,1,1.6094379124341003
78670,2452,2,2.8622008809294686
78680,3087,1,2.995732273553991
78690,2123,3,3.506557897319982
78700,3087,1,2.995732273553991
78710,239,3,3.3440389678222067
78720,289,3,3.1498829533812494
78730,24,8,4.135166556742356
78750,1661,6,3.7689221617874726
78800,3083,1,6.907755278982137
78810,3060,1,2.302585092994046
78820,406,2,3.624340932976365
78830,3082,1,2.70805020110221
78840,3082,1,3.6888794541139363
78850,1399,2,3.3141860046725258
78860,3082,1,2.70805020110221
78870,1364,2,2.70805020110221
78880,9,7,2.841581593726733
78890,1401,2,4.007333185232471
78900,3082,1,3.912023005428146
78910,1469,6,2.995732273553991
78920,2438,2,3.6888794541139363
78930,1387,7,3.247046701834897
78940,3082,1,4.0943445622221
78950,1282,3,3.1498829533812494
78960,3082,1,3.4011973816621555
78970,272,4,3.4011973816621555
78980,1990,2,2.8622008809294686
78990,3082,1,3.2188758248682006
79000,2289,2,2.995732273553991
79010,787,2,3.2188758248682006
79020,1387,2,2.995732273553991
79040,1357,2,3.1135153092103742
79050,3052,2,3.4011973816621555
79060,1380,2,2.995732273553991
79070,97,4,2.6210388241125804
79080,3082,1,3.2188758248682006
79090,3082,1,2.302585092994046
79100,3082,1,2.995732273553991
79110,3082,1,4.605170185988092
79120,2065,2,3.5553480614894135
79130,2568,2,2.995732273553991
79140,1055,3,3.283414346005772
79150,3082,1,3.4011973816621555
79160,15,12,3.0948231761982217
79170,3081,1,4.605170185988092
79180,3081,1,2.70805020110221
79240,3081,1,3.912023005428146
79250,2457,2,3.2188758248682006
79280,2065,1,3.4011973816621555
79310,2,2,4.174387269895637
79320,2548,2,3.3141860046725258
79330,3080,1,3.4011973816621555
79340,3080,1,2.995732273553991
79350,1476,3,2.908720896564361
79360,15,9,3.5553480614894135
79370,1392,3,3.7689221617874726
79380,287,2,3.8066624897703196
79390,2,8,4.193435464866331
79400,367,9,3.8895501495760874
79420,2254,3,3.506557897319982
79430,3075,1,3.2188758248682006
79440,1371,5,3.4339872044851463
79450,3075,1,2.302585092994046
79460,1077,2,4.31748811353631
79480,2417,3,4.0661736852554045
79500,3075,1,6.214608098422191
79510,436,4,2.995732273553991
79530,3073,1,3.2188758248682006
79540,3073,1,4.605170185988092
79550,3073,1,3.912023005428146
79560,3073,1,3.4011973816621555
79580,3073,1,3.2188758248682006
79590,3069,1,2.995732273553991
79600,3069,1,2.995732273553991
79610,542,2,3.1135153092103742
79620,3069,1,3.4011973816621555
79630,1077,5,3.58351893845611
79640,3069,1,2.302585092994046
79650,731,7,4.3548756456079305
79660,2053,4,3.5553480614894135
79680,3069,1,3.2188758248682006
79690,3069,1,2.995732273553991
79700,3069,1,3.6888794541139363
79710,1981,2,2.995732273553991
79720,1,8,4.183956720911787
79730,3068,1,2.302585092994046
79740,3068,1,3.912023005428146
79750,801,5,3.5263605246161616
79760,2211,2,3.8607297110405954
79770,3068,1,3.4011973816621555
79780,3068,1,2.995732273553991
79790,3068,1,2.995732273553991
79800,2787,3,3.506557897319982
79810,70,5,3.332204510175204
79820,1394,2,2.5257286443082556
79950,115,8,3.834061463958434
79960,3067,1,3.912023005428146
79970,15,8,3.7346889901452305
79980,3067,1,3.912023005428146
79990,22,4,6.946975992135418
80000,1401,3,3.912023005428146
80010,3067,1,2.995732273553991
80020,1244,6,4.306314812938186
80030,3067,1,2.995732273553991
80040,3066,1,3.4011973816621555
80060,1932,3,3.283414346005772
80070,3066,1,2.995732273553991
80080,3066,1,2.302585092994046
80090,3066,1,2.302585092994046
80100,3066,1,3.2188758248682006
80110,3066,1,3.2188758248682006
80130,3065,1,3.912023005428146
80140,3060,1,3.912023005428146
80150,1373,2,3.624340932976365
80160,1147,6,3.6018680771243066
80170,3060,1,3.912023005428146
80180,1463,5,4.014579593753238
80190,3060,1,3.912023005428146
80200,1647,3,3.4011973816621555
80210,2923,2,3.1135153092103742
80220,344,6,4.8012850649143815
80230,3060,1,2.995732273553991
80240,3060,1,3.2188758248682006
80250,3060,1,3.2188758248682006
80260,3060,1,2.302585092994046
80270,14,9,3.4011973816621555
80280,2275,4,2.8622008809294686
80290,154,9,4.056604234239254
80300,3060,1,2.302585092994046
80310,3060,1,4.31748811353631
80320,3060,1,3.2188758248682006
80330,3060,1,3.2188758248682006
80340,3060,1,3.4011973816621555
80370,2633,2,2.995732273553991
80380,15,8,3.5730476385888146
80390,3055,1,3.6888794541139363
80410,2144,3,3.3440389678222067
80420,3055,1,3.912023005428146
80430,2253,3,3.506557897319982
80440,2787,2,4.248495242049359
80450,2,6,4.545066261918386
80460,3055,1,3.2188758248682006
80470,3055,1,3.2188758248682006
80480,3055,1,3.6888794541139363
80490,1282,3,3.1498829533812494
80500,289,5,2.833213344056216
80510,2561,2,2.995732273553991
80520,44,7,2.659260036932778
80530,2478,4,2.7880929087757464
80540,3055,1,3.6888794541139363
80550,29,9,3.43756502583303
80560,3055,1,2.995732273553991
80570,1832,4,3.7495040759303713
80580,457,6,3.506557897319982
80590,234,8,4.114963849424837
80600,3055,1,3.4011973816621555
80610,3055,1,2.995732273553991
80620,822,20,2.4849066497880004
80630,3055,1,2.995732273553991
80640,1479,6,3.42859635585027
80650,1206,3,2.5902671654458267
80660,3055,1,3.2188758248682006
80670,2481,3,3.506557897319982
80690,622,4,3.828641396489095
80700,3055,1,2.995732273553991
80710,3055,1,2.995732273553991
80720,3055,1,2.70805020110221
80730,1,3,3.9765615265657175
80750,643,8,5.102150402932029
80760,57,9,2.302585092994046
80770,1466,3,2.8134107167600364
80780,3054,1,2.995732273553991
80790,2450,2,3.4011973816621555
80800,1401,2,3.4011973816621555
80810,1466,2,4.31748811353631
80820,3054,1,3.6888794541139363
80830,3054,1,2.302585092994046
80840,2736,2,3.2188758248682006
80850,3054,1,2.995732273553991
80870,3053,1,3.2188758248682006
80880,23,9,5.2173483040143696
80890,366,9,3.8430301339411947
80900,3052,1,3.2188758248682006
80910,3052,1,3.912023005428146
80920,1,8,1.9095425048844386
80930,3052,1,3.912023005428146
80940,731,3,3.3440389678222067
80950,289,4,3.3586377672433594
80960,2907,2,2.70805020110221
80970,1990,2,2.995732273553991
80980,2194,3,3.4011973816621555
80990,3052,1,2.302585092994046
81000,1462,6,3.373026504695459
81010,294,2,3.2188758248682006
81020,3052,1,3.4011973816621555
81030,750,8,3.9367156180185177
81040,265,7,3.6888794541139363
81050,2121,3,3.4011973816621555
81070,115,7,3.1292636661785136
81090,1394,1,3.4011973816621555
81100,3048,1,2.995732273553991
81110,31,6,4.248495242049359
81130,3048,1,3.912023005428146
81140,2241,4,3.7495040759303713
81150,2773,2,3.4011973816621555
81160,954,5,3.091042453358316
81180,237,9,3.9340019121469214
81190,49,2,3.7495040759303713
81200,9,7,4.0329756158458085
81210,2,9,3.4726563456443005
81220,3048,1,2.995732273553991
81230,3048,1,3.4011973816621555
81240,1096,5,4.356708826689592
81260,192,9,3.2188758248682006
81280,3048,1,2.995732273553991
81290,3048,1,2.995732273553991
81300,90,8,3.3141860046725258
81310,2634,2,3.2188758248682006
81320,3048,1,2.995732273553991
